,ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh[UT]_tomoe,mm_tomoe,ss_tomoe,ra1[deg],dec1[deg],ra2[deg],dec2[deg],az1[deg],el1[deg],az2[deg],el2[deg],az_middle[deg],el_middle[deg],az3[deg]_mu_at_kiso,el3[deg]_mu_at_kiso,az4[deg]_mu_at_kiso,el4[deg]_mu_at_kiso,az_intersection,el_intersection,distance,vector_az,vector_el,theta
1133,665123_084,155.5,13,45,36.8637,-8,28,37.15,478,232,460,490,2018-04-20T17:48:04.058,2018,4,21,2,48,4.058,0.19344,107.633075,104.306791,126.535242,74.713091,63.191685,26,58,231.94207000000003,30.649766999999997,205491.8534,235.575048,29.379257,206577.8347,2018-04-20T17:47:22.862596,2018.0,4.0,20.0,17.0,47.0,22.862596,206.37913025736606,-8.529253371744241,206.41992704494308,-8.442153092332486,234.44340159601188,27.497136863204776,234.47505807213253,27.588934172708612,234.4592298340722,27.543035517956696,226.0,32.72780307830823,242.0,27.13234943119005,235.1530022840119,29.52685307754852,2.101630871975427,0.6937724499397007,1.9838175595918237,89.75130958461665
1134,665125_036,99.0,13,44,41.9685,-6,45,57.551,299,151,90,440,2018-04-20T17:47:40.184,2018,4,21,2,47,40.18376,0.16224,107.33899299999999,101.36886700000001,128.228731,43.501661999999996,50.105858000000005,21,46,233.438528,30.521612,205668.3748,235.160306,28.883453000000003,203810.7496,2018-04-20T17:47:22.862596,2018.0,4.0,20.0,17.0,47.0,22.862596,205.89638398294068,-6.808760649009515,206.36272671133642,-6.737128012337072,236.15492723360722,28.448060855722098,235.82190471501468,28.81431554582072,235.98841597431095,28.63118820077141,226.0,37.59888420928132,241.34407689124683,23.0,235.7209337163895,28.350052445890825,0.3880516344187063,-0.26748225792144353,-0.28113575488058373,4.146484701510912
1135,665322_099,5.5,13,43,15.6019,-9,9,50.652,41,147,28,50,2018-04-20T17:50:18.227,2018,4,21,2,50,18.22736,0.19968,109.95288000000001,103.892626,101.941174,58.169225,58.686448999999996,29,55,232.989615,31.705187,203913.9345,235.418654,29.291759999999996,206297.0817,2018-04-20T17:49:28.629401,2018.0,4.0,20.0,17.0,49.0,28.629401,205.79801550363635,-8.985763569982213,205.82674210199923,-9.28766157480298,235.0111553054366,26.425477413359705,234.76137297979213,26.22096835544666,234.88626414261438,26.323222884403183,226.65408205257415,38.0,241.7511141981498,23.0,236.6349803794413,28.083251233794222,2.4810699844224886,1.7487162368269082,1.760028349391039,84.12415182828214
1136,665332_100,81.5,13,39,49.547,-9,15,23.614,217,224,40,420,2018-04-20T17:50:18.227,2018,4,21,2,50,18.22736,0.19968,109.95288000000001,103.892626,101.941174,58.169225,58.686448999999996,29,55,232.989615,31.705187,203913.9345,235.418654,29.291759999999996,206297.0817,2018-04-20T17:49:28.629401,2018.0,4.0,20.0,17.0,49.0,28.629401,204.7195583592696,-9.219487886653113,205.22837071387238,-9.299127437188684,235.70855166491427,25.533533333020806,235.23866586382184,25.814927457058783,235.47360876436807,25.674230395039793,226.65408205257415,38.0,241.7511141981498,23.0,237.2550357554134,27.46718109829361,2.5274798414078705,1.781426991045322,1.792950703253819,13.89972670992366
1137,665342_100,81.5,13,35,48.1088,-9,5,34.031,285,107,80,440,2018-04-20T17:50:18.227,2018,4,21,2,50,18.22736,0.19968,109.95288000000001,103.892626,101.941174,58.169225,58.686448999999996,29,55,232.989615,31.705187,203913.9345,235.418654,29.291759999999996,206297.0817,2018-04-20T17:49:28.629401,2018.0,4.0,20.0,17.0,49.0,28.629401,203.67673730542788,-9.0482044981133,204.15817913054138,-9.126159098388772,236.66971682791532,24.955933609803846,236.22813520036976,25.224541925977274,236.44892601414256,25.09023776789056,226.65408205257415,38.0,241.7511141981498,23.0,238.03782899180032,26.689419056550538,2.2543277193899525,1.5889029776577672,1.5991812886599774,13.503679244650808
1138,665513_094,89.0,13,48,56.1482,-8,12,16.822,281,25,100,430,2018-04-20T17:52:20.881,2018,4,21,2,52,20.8808,0.25895999999999997,103.375644,94.632482,118.12501100000001,57.000577,60.641588,39,81,231.50943700000002,29.98395,201231.7033,235.34624,27.064135999999998,201503.4993,2018-04-20T17:51:34.389014,2018.0,4.0,20.0,17.0,51.0,34.389014,206.9922639451094,-8.199484027723212,207.43264590824006,-8.208800348295952,235.05486318111238,27.452141236933212,234.68279649514446,27.737350151846368,234.86882983812842,27.59474569438979,226.0,34.17664148942964,240.68674771631612,23.0,234.7882057741782,27.48880105187616,0.13313341791296687,-0.08062406395021071,-0.10594464251363078,0.2008852131455616
1139,665534_011,100.0,13,40,3.2144,-7,24,3.3080000000000003,249,33,90,350,2018-04-20T17:51:39.276,2018,4,21,2,51,39.2756,0.19655999999999998,106.212079,97.616251,118.440729,42.457753000000004,59.622896999999995,34,63,233.60558500000002,30.685729,202621.5793,235.927445,28.099711,201108.9077,2018-04-20T17:51:34.389014,2018.0,4.0,20.0,17.0,51.0,34.389014,204.80117023146605,-7.435963665352833,205.14822994497393,-7.37864462016194,237.42290374161706,26.534070578877085,237.18766770579373,26.812546864236996,237.3052857237054,26.673308721557042,227.03845620814323,38.0,240.5062278941871,23.0,237.25150056563274,26.625017639622374,0.07228327485194254,-0.053785158072656714,-0.0482910819346678,1.7304922723921017
1140,665534_054,160.0,13,40,29.5884,-7,34,15.187999999999999,333,161,310,360,2018-04-20T17:52:01.072,2018,4,21,2,52,1.07192,0.1248,103.377697,99.53384100000001,151.372357,65.592547,69.44224399999999,19,41,234.54070699999997,30.796231,196709.9684,237.256943,29.977717,193938.6698,2018-04-20T17:51:34.389014,2018.0,4.0,20.0,17.0,51.0,34.389014,205.09170842773494,-7.654223733042862,205.16029396625626,-7.473178753628166,237.02135666796462,26.573787594926145,237.10516916028433,26.75208439617223,237.0632629141245,26.662935995549187,226.0,33.36989847565302,242.0,28.54843819016979,237.99511258420594,29.755276041612458,3.229692054688418,0.9318496700814478,3.0923400460632706,81.59277682965606
1141,665611_082,108.5,13,54,52.4864,-9,51,29.954,175,62,20,310,2018-04-20T17:53:30.987,2018,4,21,2,53,30.9872,0.27455999999999997,96.682914,86.225039,115.156213,33.634431,46.03066,41,88,231.866287,28.152075,198896.3585,233.89392,25.047604,196755.229,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,208.5104490158555,-9.925561470576318,208.90001434061205,-9.799789084120903,232.76869565725042,26.948729796923335,232.5351300330167,27.295013357219254,232.65191284513355,27.121871577071296,226.0,37.13383741419278,235.23127810105237,23.0,232.57286674871847,27.0702439491719,0.09441237906641937,-0.07904609641508387,-0.051627627899396344,0.8494790429722949
1142,665612_046,39.5,13,56,22.2174,-9,8,20.875999999999998,453,124,420,480,2018-04-20T17:53:13.334,2018,4,21,2,53,13.33424,0.32448,99.35385,95.095876,204.05176699999998,67.42267199999999,34.127976000000004,49,102,233.409584,27.995575,205265.6841,235.02196600000002,28.192532,195453.7058,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,209.0484921714081,-9.086122033418436,209.1286369672873,-9.182510319714076,232.93718415414946,27.93050819219274,232.7980667151949,27.909494158989954,232.86762543467216,27.920001175591345,226.0,27.090473457134856,242.0,29.044918495593464,232.86649744227486,27.929235448237534,0.009302911272958013,-0.001127992397300659,0.009234272646189368,1.625393312219952
1143,665612_047,41.0,13,55,58.1876,-9,1,7.188,378,33,360,390,2018-04-20T17:53:13.334,2018,4,21,2,53,13.33424,0.32448,99.35385,95.095876,204.05176699999998,67.42267199999999,34.127976000000004,49,102,233.409584,27.995575,205265.6841,235.02196600000002,28.192532,195453.7058,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,208.96840455202002,-8.99125549574314,209.00846169242948,-9.036941797257077,233.07519976740272,27.950230393314378,233.00746874176906,27.941718776149123,233.04133425458588,27.94597458473175,226.0,27.090473457134856,242.0,29.044918495593464,233.04077848571845,27.95052436827852,0.0045836022249364314,-0.0005557688674286965,0.004549783546767827,0.19835504118711408
1144,665613_046,39.5,13,54,10.9123,-8,29,11.923,44,239,10,70,2018-04-20T17:53:13.334,2018,4,21,2,53,13.33424,0.32448,99.35385,95.095876,204.05176699999998,67.42267199999999,34.127976000000004,49,102,233.409584,27.995575,205265.6841,235.02196600000002,28.192532,195453.7058,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,208.50024818399058,-8.43186899713587,208.5800366327183,-8.528529091288535,233.88704334142236,28.065588138461965,233.74751333129493,28.045366980803877,233.81727833635864,28.05547755963292,226.0,27.090473457134856,242.0,29.044918495593464,233.81849412778172,28.04552452315115,0.010027017701781455,0.0012157914230783717,-0.009953036481768152,1.2817478700781129
1145,665615_042,90.5,13,55,29.5751,-6,56,17.06,286,278,200,460,2018-04-20T17:53:11.197,2018,4,21,2,53,11.19704,0.17472000000000001,105.62578,98.62225699999999,155.764654,41.323916,54.36006,27,55,232.71067200000002,30.868369,200510.8191,234.74545,29.356766999999998,195644.3337,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,208.75881456158064,-6.938743351144571,209.1044303262162,-6.936658892401397,234.80100180107934,29.35110554128933,234.508815191056,29.58131668073713,234.65490849606766,29.46621111101323,226.0,35.853613196931605,242.0,23.967485078778083,234.63471578735383,29.439029564910943,0.03386121577428375,-0.020192708713835827,-0.027181546102287513,1.6262197683700856
1146,665621_065,80.5,13,51,16.6034,-10,6,3.008,323,248,40,460,2018-04-20T17:53:22.601,2018,4,21,2,53,22.60064,0.13416,107.183672,102.751385,153.593333,52.67400799999999,55.258013,17,44,230.28076800000002,27.801440999999997,222485.4166,231.962116,26.963555,219153.4535,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,207.43963120326754,-10.036941849108576,208.00261894704394,-10.131499359959761,233.57321418013652,26.16977492381319,233.03926776484968,26.46493282855223,233.3062409724931,26.317353876182707,226.0,29.934726659154464,239.91560283727856,23.0,233.29680681081592,26.29842276996116,0.02115160015986089,-0.009434161677177144,-0.018931106221547367,2.4441920353836317
1147,665621_082,108.5,13,51,54.6568,-10,6,0.193,441,247,360,480,2018-04-20T17:53:30.987,2018,4,21,2,53,30.9872,0.27455999999999997,96.682914,86.225039,115.156213,33.634431,46.03066,41,88,231.866287,28.152075,198896.3585,233.89392,25.047604,196755.229,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,207.86885941642205,-10.135511180067574,208.030149791287,-10.082953411050323,233.1469245006235,26.375163883411933,233.0521847985991,26.51931724197319,233.0995546496113,26.447240562692564,226.0,37.13383741419278,235.23127810105237,23.0,233.01558916990044,26.392399922363662,0.10028807314311086,-0.0839654797108551,-0.05484064032890146,0.1636187162359088
1148,665622_036,108.5,13,51,4.0223,-9,10,28.752,282,154,110,420,2018-04-20T17:53:08.037,2018,4,21,2,53,8.036480000000001,0.34944000000000003,97.050304,92.02793199999999,83.22899100000001,60.628935,29.635590999999998,60,112,232.797227,28.632848,196748.8219,234.28236299999998,26.285478,201087.4944,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,207.53633638218966,-9.250402064227906,207.9518079464111,-9.113541368931614,234.07723000187445,26.82113198383461,233.83519565018307,27.195902174008125,233.95621282602877,27.00851707892137,226.87080949757308,38.0,236.36102194810272,23.0,233.86244420923788,26.94919147261883,0.11095981731258375,-0.09376861679089643,-0.059325606302540024,0.5344589692181287
1149,665624_047,40.0,13,51,14.0536,-7,36,14.823,307,180,230,370,2018-04-20T17:53:13.334,2018,4,21,2,53,13.33424,0.32448,99.35385,95.095876,204.05176699999998,67.42267199999999,34.127976000000004,49,102,233.409584,27.995575,205265.6841,235.02196600000002,28.192532,195453.7058,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,207.70665920629258,-7.482378516164696,207.8919070259279,-7.703636638703407,235.26964314447724,28.248165488538987,234.9466028601588,28.20738800516973,235.10812300231802,28.22777674685436,226.0,27.090473457134856,242.0,29.044918495593464,235.1110982770038,28.203419758534785,0.02453803454752939,0.0029752746857809598,-0.02435698831957467,0.23007581858662457
1150,665624_048,41.0,13,50,33.7387,-7,24,8.62,180,28,165,200,2018-04-20T17:53:13.334,2018,4,21,2,53,13.33424,0.32448,99.35385,95.095876,204.05176699999998,67.42267199999999,34.127976000000004,49,102,233.409584,27.995575,205265.6841,235.02196600000002,28.192532,195453.7058,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,207.62070872924625,-7.37945689041208,207.66704142192526,-7.432978442759348,235.41984385823898,28.266959542936036,235.34036393641207,28.25830341266158,235.3801038973255,28.262631477798806,226.0,27.090473457134856,242.0,29.044918495593464,235.3832755342275,28.236666976657418,0.026157496060578007,0.0031716369019818558,-0.02596450114138804,0.7487730074954763
1151,665631_066,80.0,13,46,32.0263,-9,53,13.703,257,92,40,450,2018-04-20T17:53:22.601,2018,4,21,2,53,22.60064,0.13416,107.183672,102.751385,153.593333,52.67400799999999,55.258013,17,44,230.28076800000002,27.801440999999997,222485.4166,231.962116,26.963555,219153.4535,2018-04-20T17:52:50.109664,2018.0,4.0,20.0,17.0,52.0,50.109664,206.34289038627057,-9.833603546401765,206.89201244375514,-9.934528989055071,234.61862575033928,25.600735018457062,234.09730940898476,25.887683685515324,234.35796757966202,25.744209351986193,226.0,29.934726659154464,239.91560283727856,23.0,234.36810437694547,25.764550405350143,0.022726924805631644,0.01013679728345096,0.020341053363949868,2.34075411671401
1152,665712_101,105.5,13,55,54.048,-9,17,13.925999999999998,366,236,270,440,2018-04-20T17:54:43.253,2018,4,21,2,54,43.25264,0.28392,102.59234599999999,92.59574,102.38808,45.964042,51.522911,48,90,231.411792,29.622004999999998,201815.8914,233.966848,26.241626,202595.9523,2018-04-20T17:53:52.986369,2018.0,4.0,20.0,17.0,53.0,52.986369,208.84645992940634,-9.32220069952019,209.07438757356022,-9.260204099986227,233.15288569122785,27.451230628526954,233.00758277102778,27.645765074535337,233.0802342311278,27.548497851531145,226.0,36.78189035248067,236.41702768726466,23.0,233.01583947159543,27.499825138586306,0.08071999777405414,-0.06439475953237661,-0.04867271294483899,0.32674818912082854
1153,665713_009,113.5,13,55,51.4309,-8,26,22.278000000000002,357,202,220,470,2018-04-20T17:53:57.492,2018,4,21,2,53,57.4916,0.2184,100.78896,94.384344,115.511921,64.304829,68.901434,33,65,231.10889,29.458596000000004,199274.3182,234.97398700000002,27.018434999999997,201277.6045,2018-04-20T17:53:52.986369,2018.0,4.0,20.0,17.0,53.0,52.986369,208.780969846255,-8.517757176525935,209.11547885739566,-8.37496156980061,233.80747931789932,28.013025803507006,233.63290034577412,28.33889409909839,233.7201898318367,28.175959951302698,226.0,32.6840038309781,241.33899367914742,23.0,233.55499107725237,27.9142931142589,0.30945138895264607,-0.1651987545843383,-0.2616668370437978,29.55495305748549
1154,665726_077,85.0,13,50,13.9678,-6,7,7.858,113,270,30,160,2018-04-20T17:54:30.954,2018,4,21,2,54,30.9536,0.21528000000000003,105.541931,98.508749,122.343589,46.322267,46.572935,32,68,233.106414,30.134618,204492.9567,235.250752,28.069255,203097.6289,2018-04-20T17:53:52.986369,2018.0,4.0,20.0,17.0,53.0,52.986369,207.44816023232298,-6.108739070833574,207.62053824638448,-6.124587914585461,236.7626862722311,28.90823758987854,236.60701299195432,29.013479307927373,236.68484963209272,28.960858448902954,226.0,36.97930598215672,240.5138443126782,23.0,235.54920732793758,27.78179164698609,1.6370345037198388,-1.135642304155141,-1.1790668019168642,9.864887830206868
1155,665726_077,85.0,13,50,13.9678,-6,7,7.858,113,270,30,160,2018-04-20T17:54:31.200,2018,4,21,2,54,31.20008,0.17784,113.346984,105.834391,141.363337,46.510178,60.239689,26,53,232.61767799999998,31.569714,210863.0759,235.144549,29.794938000000002,207045.9877,2018-04-20T17:53:52.986369,2018.0,4.0,20.0,17.0,53.0,52.986369,207.44816023232298,-6.108739070833574,207.62053824638448,-6.124587914585461,236.7626862722311,28.90823758987854,236.60701299195432,29.013479307927373,236.68484963209272,28.960858448902954,226.0,36.21771387420324,242.0,24.9799356100973,236.56831501475298,28.794940076639776,0.20275409562566607,-0.11653461733973813,-0.16591837226317807,1.0223580932750245
1156,665731_101,105.5,13,46,16.5393,-9,55,38.836999999999996,210,123,110,370,2018-04-20T17:54:43.253,2018,4,21,2,54,43.25264,0.28392,102.59234599999999,92.59574,102.38808,45.964042,51.522911,48,90,231.411792,29.622004999999998,201815.8914,233.966848,26.241626,202595.9523,2018-04-20T17:53:52.986369,2018.0,4.0,20.0,17.0,53.0,52.986369,206.4342732960214,-9.962716279556883,206.78424072130392,-9.871160101320408,234.66113603746632,25.391734322024295,234.44583370107452,25.69088232708278,234.55348486927042,25.541308324553537,226.0,36.78189035248067,236.41702768726466,23.0,234.5170168537445,25.51374401242242,0.04571331818693259,-0.03646801552591228,-0.027564312131115543,1.3405125064164294
1157,665814_016,91.5,13,55,25.0748,-7,24,40.113,272,30,195,450,2018-04-20T17:55:03.255,2018,4,21,2,55,3.25496,0.18095999999999998,111.81966299999999,104.051546,131.358715,47.240192,63.586301,23,50,231.176473,31.421756,208901.2219,233.89824,29.373472999999997,206109.0829,2018-04-20T17:54:55.866472,2018.0,4.0,20.0,17.0,54.0,55.866472,208.75181030257335,-7.413575414522103,209.091869400249,-7.405499319627014,234.88739189318898,28.64484218235322,234.6072606017027,28.876090568183844,234.74732624744584,28.760466375268532,226.0,35.31734355244623,242.0,23.27644218212319,234.73484469503225,28.743880836322962,0.020757390316901773,-0.012481552413589725,-0.016585538945570022,2.5761519167873104
1158,665912_039,98.0,13,55,22.8996,-9,13,39.936,269,191,40,470,2018-04-20T17:56:18.294,2018,4,21,2,56,18.294079999999997,0.16848,102.545377,98.139702,95.888172,64.800744,60.579524,17,53,232.27820899999998,28.475070000000002,208665.3307,234.264416,26.525149,212491.9773,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,208.53848026807225,-9.26984795709187,209.11453733411696,-9.191103369527566,233.8858433697763,26.94697489059955,233.46546580135575,27.3824316565096,233.675654585566,27.164703273554572,226.0,34.63858244935133,237.8551643533144,23.0,233.6448853474516,27.13336145194876,0.04392101769894962,-0.030769238114402242,-0.03134182160581389,1.5375846742291799
1159,665915_018,127.5,13,55,38.2798,-6,52,31.796,313,230,260,360,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,208.83878689274056,-6.929061949615153,208.97216722649108,-6.828000957341399,235.4057267770466,28.88716252959221,235.3713615463334,29.05100551098618,235.38854416169,28.969084020289195,233.2813200348555,38.0,236.59172194425597,23.0,235.27968613112805,28.94505976480748,0.11147751194423314,-0.10885803056194732,-0.024024255481716494,0.5995311868080151
1160,665915_019,127.5,13,56,19.2261,-6,44,36.662,441,130,380,480,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,208.99884285757747,-6.805293292732923,209.13202326344333,-6.70400362535598,235.36638587904957,29.085621825930136,235.3321450734758,29.249503762746354,235.3492654762627,29.167562794338245,233.2813200348555,38.0,236.59172194425597,23.0,235.23609328731047,29.142586432311685,0.11589548314029302,-0.11317218895223391,-0.024976362026560395,0.643942580742231
1161,665922_039,97.5,13,52,9.1371,-9,20,11.012,485,276,472,495,2018-04-20T17:56:18.294,2018,4,21,2,56,18.294079999999997,0.16848,102.545377,98.139702,95.888172,64.800744,60.579524,17,53,232.27820899999998,28.475070000000002,208665.3307,234.264416,26.525149,212491.9773,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,208.0206477704882,-9.338671948576996,208.05145455782625,-9.334643924188915,234.26166022916402,26.555495522446353,234.23934513615856,26.57877528782693,234.2505026826613,26.56713540513664,226.0,34.63858244935133,237.8551643533144,23.0,234.2363414547946,26.55271065156076,0.02021420021711768,-0.01416122786670826,-0.0144247535758808,1.7402314506775267
1162,665924_018,129.5,13,51,13.5569,-7,43,14.398,306,268,295,323,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,207.79172031296238,-7.732572502216854,207.82927832687704,-7.702277981317737,235.66136420846613,27.593565378973956,235.65351127680563,27.64104704102131,235.65743774263586,27.617306209997633,233.2813200348555,38.0,236.59172194425597,23.0,235.57664759109142,27.59947635186873,0.08273422766589243,-0.08079015154444846,-0.017829858128902032,3.0542452226394676
1163,665924_019,127.0,13,51,51.5557,-7,36,0.017,424,176,340,480,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,207.85219702425854,-7.6829755264228385,208.03984015606915,-7.544742390429172,235.6493351434017,27.670623330847928,235.59983071391952,27.898180002571248,235.6245829286606,27.784401666709588,233.2813200348555,38.0,236.59172194425597,23.0,235.5399575152392,27.765725391364654,0.08666177852723614,-0.08462541342140639,-0.018676275344933657,0.17198147229912555
1164,665925_019,108.5,13,51,45.3159,-6,49,52.306999999999995,401,199,230,490,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,207.71100769279582,-6.906305851444179,208.05715900174414,-6.792262836961577,236.3616830520692,28.14661232918176,236.16322922115003,28.46377706665902,236.26245613660961,28.305194697920392,233.2813200348555,38.0,236.59172194425597,23.0,235.45998500774698,28.12809456743868,0.821781217158625,-0.8024711288626349,-0.17710013048171191,19.589404476027504
1165,665933_019,128.5,13,47,29.0735,-8,26,0.39799999999999996,426,206,350,490,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,206.76882028002777,-8.512432653094066,206.95724183563107,-8.366944580384072,235.904217234715,26.333901675376154,235.86167243981285,26.56725494388686,235.88294483726392,26.450578309631506,233.2813200348555,38.0,236.59172194425597,23.0,235.83265144592062,26.439478887049294,0.051503615353381854,-0.050293391343302574,-0.011099422582212526,2.1126762140438156
1166,665934_019,130.0,13,46,25.3053,-7,25,29.624000000000002,221,51,140,260,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,206.49643860578607,-7.5137214774866,206.65787000045842,-7.382158174850208,236.88680969556168,26.880126739548096,236.8570856683339,27.08562485337326,236.8719476819478,26.98287579646068,233.2813200348555,38.0,236.59172194425597,23.0,235.76656560282078,26.738925200103402,1.1319811987476895,-1.1053820791270255,-0.24395059635727634,4.214913618710756
1167,665942_019,128.0,13,43,11.4852,-9,14,42.373000000000005,450,219,418,480,2018-04-20T17:56:07.399,2018,4,21,2,56,7.399039999999999,0.24024,125.84135500000001,114.47321799999999,94.02596899999999,15.099569,48.865021,38,77,234.076016,34.399096,217536.0285,234.70275099999998,31.559252,212985.4855,2018-04-20T17:55:58.754973,2018.0,4.0,20.0,17.0,55.0,58.754973,205.75438937071326,-9.277600386618,205.8385957288738,-9.214630696559672,236.14082322130938,25.091126721940885,236.12116768768803,25.193870255965475,236.1309954544987,25.14249848895318,233.2813200348555,38.0,236.59172194425597,23.0,236.119448919307,25.139950244143478,0.011824382713005618,-0.011546535191712337,-0.0025482448097022825,1.6150976890402464
1168,666014_025,160.5,13,54,52.2184,-7,33,33.844,170,142,140,200,2018-04-20T17:57:13.375,2018,4,21,2,57,13.37456,0.23088000000000003,111.57473300000001,101.441739,133.716561,46.708508,63.95244,35,69,232.39597200000003,32.09241,204766.8351,235.87131200000002,29.405645,200852.5204,2018-04-20T17:57:01.641374,2018.0,4.0,20.0,17.0,57.0,1.641374,208.6770921893552,-7.671347145346221,208.7575530526322,-7.447549296324671,235.192585102485,28.054624196741496,235.29625183509725,28.2739295318393,235.24441846879114,28.1642768642904,226.0,37.03709849395457,242.0,24.667592201045068,236.0796153138859,29.24460692800338,1.3655280358228996,0.8351968450947709,1.080330063712978,77.59293695741648
1169,666015_025,161.0,13,56,6.0181,-6,41,31.307,400,91,360,420,2018-04-20T17:57:13.375,2018,4,21,2,57,13.37456,0.23088000000000003,111.57473300000001,101.441739,133.716561,46.708508,63.95244,35,69,232.39597200000003,32.09241,204766.8351,235.87131200000002,29.405645,200852.5204,2018-04-20T17:57:01.641374,2018.0,4.0,20.0,17.0,57.0,1.641374,208.97111095322325,-6.845646076954128,209.0521397967168,-6.615175048383689,235.5791904758563,28.8616720193017,235.68885660934322,29.086144395292216,235.63402354259978,28.973908207296958,226.0,37.03709849395457,242.0,24.667592201045068,235.93170272739934,29.358957282337524,0.486698764383605,0.2976791847995628,0.3850490750405662,78.33045420501855
1170,666044_095,154.5,13,43,24.8573,-7,39,46.278,475,235,460,490,2018-04-20T17:57:48.188,2018,4,21,2,57,48.18752,0.14352,100.790438,96.15535,111.810271,55.038087,57.804686,19,46,232.075006,29.081640000000004,201481.5623,233.943825,27.460773,202117.6423,2018-04-20T17:57:01.641374,2018.0,4.0,20.0,17.0,57.0,1.641374,205.8328686870415,-7.704363976607237,205.8744181928164,-7.621450345551909,237.48509768690485,26.110284516561972,237.5156607823485,26.198702430688833,237.50037923462668,26.1544934736254,226.0,34.35062364699951,239.08698439376084,23.0,236.62011406409485,25.139569808865726,1.3434793693021998,-0.8802651705318283,-1.0149236647596744,68.13274020963087
